Col1,Col2,Col3,Col4
"Jon,Lester",406,
"Kevin,Kiermaier",406,
"Kendrys,Morales",406,
"Joey,Gallo",406,
"J.T.,Realmuto",406,
"Ian,Desmond",406,
"Matt,Carpenter",406,
"Michael,Conforto",406,
"Justin,Upton",406,
"Paul,Goldschmidt",406,
"Nomar,Mazara",406,
"Daniel,Palka",406,
"Freddy,Galvis",406,
"Derek,Dietrich",406,
"Scooter,Gennett",406,
"Jed,Lowrie",406,
"Kristopher,Negron",406,
"Randal,Grichuk",406,
"Marcell,Ozuna",406,
"Christian,Yelich",406,
"Chris,Owings",406,
"Socrates,Brito",406,
"Matt,Carpenter",406,
"Khris,Davis",406,
"Matt,Davidson",406,
"Ryan,Zimmerman",406,
"Chris,Davis",406,
"Justin,Bour",406,
"Colin,Moran",406,
"Tyler,Flowers",406,
"Marwin,Gonzalez",406,
"Gleyber,Torres",406,
"Matt,Kemp",406,
"Harrison,Bader",406,
"Denard,Span",405,
"Christian,Yelich",405,
"Paul,DeJong",405,
"Eduardo,Escobar",405,
"Kole,Calhoun",405,
"Ronald,Acuna,Jr.",405
"Colin,Moran",405,
"Luke,Voit",405,
"Brian,Goodwin",405,
"Brandon,Crawford",405,
"Matt,Wieters",405,
"Cedric,Mullins",405,
"Tommy,Pham",405,
"Yan,Gomes",405,
"Aaron,Hicks",405,
"Andrew,Benintendi",405,
"Albert,Pujols",405,
"Stephen,Piscotty",405,
"Ehire,Adrianza",405,
"Jose,Bautista",405,
"Ryan,Braun",405,
"Taylor,Ward",405,
"Howie,Kendrick",405,
"J.T.,Realmuto",405,
"Yoenis,Cespedes",405,
"Odubel,Herrera",405,
"Ryon,Healy",405,
"Daniel,Murphy",405,
"Phil,Gosselin",405,
"Robinson,Cano",405,
"Austin,Barnes",405,
"Whit,Merrifield",405,
"Brian,McCann",405,
"Javier,Baez",405,
"Justin,Bour",405,
"Austin,Barnes",405,
"Jay,Bruce",405,
"Jesus,Aguilar",405,
"Adam,Duvall",405,
"Michael,Conforto",405,
"Corey,Dickerson",405,
"Mike,Moustakas",405,
"Franchy,Cordero",405,
"Khris,Davis",405,
"Mookie,Betts",405,
"Austin,Hedges",405,
"Bryce,Harper",405,
"Jean,Segura",405,
"Kurt,Suzuki",405,
"Martin,Maldonado",405,
"Matt,Kemp",405,
"Jordy,Mercer",405,
"Justin,Smoak",405,
"Justin,Bour",405,
"Wilson,Ramos",405,
"Hunter,Renfroe",405,
"Brian,Goodwin",405,
"J.T.,Realmuto",405,
"JT,Riddle",405,
"Kevin,Kiermaier",405,
"Yonder,Alonso",405,
"Evan,Gattis",405,
"Nolan,Arenado",405,
"Maikel,Franco",405,
"Tyler,Austin",405,
"Nicky,Delmonico",405,
"Colin,Moran",405,
"Rhys,Hoskins",405,
"Nicholas,Castellanos",405,
"Robinson,Chirinos",405,
"Miguel,Andujar",405,
"J.D.,Martinez",405,
"Mitch,Haniger",405,
"Scott,Kingery",405,
"Tyler,Austin",405,
"Salvador,Perez",405,
"Jake,Bauers",405,
"Matt,Olson",405,
"Khris,Davis",405,
"Brian,Dozier",405,
"Mark,Trumbo",405,
"Austin,Meadows",405,
"Kyle,Schwarber",405,
"Randal,Grichuk",405,
"Ian,Desmond",405,
"Nicholas,Castellanos",405,
"Khris,Davis",405,
"Willians,Astudillo",405,
"Jake,Bauers",405,
"JT,Riddle",405,
"Aaron,Hicks",405,
"Stephen,Piscotty",405,
"Adam,Jones",405,
"Eric,Thames",405,
"Matt,Carpenter",405,
"Matt,Joyce",404,
"Jason,Kipnis",404,
"Jose,Osuna",404,
"Scott,Schebler",404,
"Max,Kepler",404,
"Brandon,Dixon",404,
"Jeimer,Candelario",404,
"Nomar,Mazara",404,
"Yadier,Molina",404,
"Manny,Machado",404,
"Luis,Valbuena",404,
"Tim,Anderson",404,
"Nick,Hundley",404,
"Chris,Davis",404,
"Yonder,Alonso",404,
"Manny,Machado",404,
"Aaron,Hicks",404,
"A.J.,Pollock",404,
"Kyle,Schwarber",404,
"Justin,Smoak",404,
"Justin,Upton",404,
"Mitch,Garver",404,
"Ryon,Healy",404,
"Gerardo,Parra",404,
"Elvis,Andrus",404,
"Cody,Bellinger",404,
"Kevin,Pillar",404,
"Aaron,Judge",404,
"Miguel,Sano",404,
"Yangervis,Solarte",404,
"Joey,Gallo",404,
"Jose,Pirela",404,
"Christian,Villanueva",404,
"Joe,Mauer",404,
"Jonathan,Villar",404,
"Mikie,Mahtook",404,
"Aaron,Altherr",404,
"Matt,Olson",404,
"Jake,Marisnick",404,
"Jonathan,Schoop",404,
"Nick,Williams",404,
"Maikel,Franco",404,
"Albert,Pujols",404,
"Nick,Markakis",404,
"Dexter,Fowler",404,
"Todd,Frazier",404,
"Kendrys,Morales",404,
"Travis,Shaw",404,
"Anthony,Rizzo",404,
"John,Hicks",404,
"Adrian,Beltre",404,
"Johan,Camargo",404,
"Robinson,Chirinos",404,
"Scooter,Gennett",404,
"Trea,Turner",404,
"Dawel,Lugo",404,
"Chad,Pinder",404,
"J.T.,Realmuto",404,
"Alex,Verdugo",404,
"Albert,Pujols",404,
"Jed,Lowrie",404,
"Enrique,Hernandez",404,
"Tim,Anderson",404,
"Ehire,Adrianza",404,
"Trevor,Story",404,
"Ronald,Guzman",404,
"Guillermo,Heredia",404,
"Aaron,Judge",404,
"Matt,Chapman",404,
"Marwin,Gonzalez",404,
"Max,Kepler",404,
"J.D.,Martinez",404,
"David,Peralta",404,
"Maikel,Franco",404,
"Xander,Bogaerts",404,
"Carlos,Santana",404,
"Robinson,Cano",404,
"Adam,Jones",404,
"Aaron,Hicks",404,
"Melky,Cabrera",404,
"Kole,Calhoun",404,
"Matt,Chapman",404,
"Kevin,Plawecki",404,
"Andrew,Benintendi",404,
"Miguel,Andujar",404,
"Asdrubal,Cabrera",404,
"Nelson,Cruz",404,
"Edwin,Encarnacion",404,
"Marwin,Gonzalez",404,
"Steve,Pearce",404,
"Gregory,Polanco",404,
"Brandon,Dixon",404,
"J.D.,Martinez",404,
"Trey,Mancini",404,
"Wilson,Ramos",404,
"Robinson,Chirinos",404,
"Steve,Pearce",404,
"Marcus,Semien",404,
"Matt,Duffy",404,
"Yuli,Gurriel",404,
"Anthony,Rizzo",404,
"Kolten,Wong",404,
"Trayce,Thompson",403,
"Anthony,Rizzo",403,
"Joe,Mauer",403,
"Corey,Dickerson",403,
"Jorge,Soler",403,
"Luke,Voit",403,
"Mitch,Haniger",403,
"Noel,Cuevas",403,
"Willson,Contreras",403,
"Franmil,Reyes",403,
"Joey,Votto",403,
"Yoan,Moncada",403,
"Edwin,Encarnacion",403,
"Travis,Shaw",403,
"Wilmer,Difo",403,
"Gorkys,Hernandez",403,
"Jorge,Soler",403,
"Odubel,Herrera",403,
"Carlos,Gonzalez",403,
"Jose,Bautista",403,
"Christian,Yelich",403,
"Mike,Moustakas",403,
"Elvis,Andrus",403,
"Ian,Kinsler",403,
"Lane,Adams",403,
"Mike,Trout",403,
"Wilmer,Flores",403,
"Justin,Bour",403,
"Yasmani,Grandal",403,
"Dustin,Fowler",403,
"Ozzie,Albies",403,
"Christian,Yelich",403,
"Lorenzo,Cain",403,
"Brett,Gardner",403,
"Robinson,Cano",403,
"Enrique,Hernandez",403,
"Kyle,Schwarber",403,
"Wilson,Ramos",403,
"Jean,Segura",403,
"Erik,Kratz",403,
"Christian,Villanueva",403,
"Giancarlo,Stanton",403,
"David,Peralta",403,
"JaCoby,Jones",403,
"C.J.,Cron",403,
"Pete,Kozma",403,
"Eduardo,Escobar",403,
"Francisco,Lindor",403,
"Chris,Davis",403,
"Ian,Kinsler",403,
"Jonathan,Schoop",403,
"Miguel,Sano",403,
"Jackie,Bradley,Jr.",403
"Max,Moroff",403,
"Yadier,Molina",403,
"Lewis,Brinson",403,
"Curtis,Granderson",403,
"Matt,Kemp",403,
"Bryce,Harper",403,
"Jay,Bruce",403,
"Ryan,Zimmerman",403,
"Lucas,Duda",403,
"Josh,Bell",403,
"Justin,Bour",403,
"Chad,Pinder",403,
"Orlando,Arcia",403,
"Niko,Goodrum",403,
"Hunter,Renfroe",403,
"Robinson,Cano",403,
"Enrique,Hernandez",403,
"Nelson,Cruz",403,
"Jose,Abreu",403,
"Giancarlo,Stanton",403,
"Ryan,O'Hearn",403,
"Christin,Stewart",403,
"J.T.,Realmuto",403,
"Josh,Bell",403,
"Nick,Ahmed",403,
"Mike,Zunino",403,
"Brandon,Belt",403,
"Yasiel,Puig",403,
"Matt,Kemp",403,
"Mikie,Mahtook",403,
"Aramis,Garcia",403,
"Whit,Merrifield",403,
"Robbie,Grossman",403,
"Manny,Machado",403,
"Mitch,Haniger",403,
"Anthony,Rendon",403,
"Ben,Zobrist",403,
"Freddie,Freeman",403,
"Adam,Duvall",402,
"Devin,Mesoraco",402,
"Matt,Chapman",402,
"Juan,Soto",402,
"Evan,Longoria",402,
"Kevin,Plawecki",402,
"Ryan,Braun",402,
"Marcell,Ozuna",402,
"Aaron,Altherr",402,
"Mark,Trumbo",402,
"Mookie,Betts",402,
"Carlos,Gonzalez",402,
"Adrian,Gonzalez",402,
"Rougned,Odor",402,
"John,Ryan,Murphy",402
"Justin,Turner",402,
"Ryon,Healy",402,
"Enrique,Hernandez",402,
"J.T.,Realmuto",402,
"Ryan,Zimmerman",402,
"Anthony,Santander",402,
"Ian,Desmond",402,
"Michael,A.,Taylor",402
"C.J.,Cron",402,
"Joey,Rickard",402,
"Alex,Avila",402,
"Andrew,Benintendi",402,
"Justin,Upton",402,
"Miguel,Andujar",402,
"Asdrubal,Cabrera",402,
"Ryan,Braun",402,
"Yadiel,Rivera",402,
"Bryce,Harper",402,
"Neil,Walker",402,
"Mitch,Haniger",402,
"Gorkys,Hernandez",402,
"Willson,Contreras",402,
"JaCoby,Jones",402,
"Miguel,Andujar",402,
"Edwin,Encarnacion",402,
"Ryan,O'Hearn",402,
"Shin-Soo,Choo",402,
"Joey,Votto",402,
"Paul,Goldschmidt",402,
"Jose,Bautista",402,
"Paul,DeJong",402,
"Adam,Engel",402,
"Ozzie,Albies",402,
"Brandon,Crawford",402,
"Salvador,Perez",402,
"Jose,Iglesias",402,
"Jorge,Polanco",402,
"Jose,Reyes",402,
"David,Peralta",402,
"Andrew,Benintendi",402,
"Yadier,Molina",402,
"Jurickson,Profar",402,
"David,Freese",402,
"Jose,Martinez",402,
"Adam,Frazier",402,
"Justin,Smoak",402,
"Jackie,Bradley,Jr.",402
"Austin,Hedges",402,
"Hunter,Renfroe",402,
"J.T.,Realmuto",402,
"Joey,Gallo",402,
"Jake,Cave",402,
"Hernan,Perez",402,
"Tim,Anderson",402,
"Matt,Wieters",402,
"Chris,Gimenez",402,
"Todd,Frazier",402,
"Brock,Holt",402,
"Kendrys,Morales",402,
"Jose,Briceno",402,
"Franklin,Barreto",402,
"Paul,DeJong",402,
"Billy,McKinney",402,
"David,Dahl",402,
"Brandon,Guyer",401,
"Kole,Calhoun",401,
"Mike,Zunino",401,
"Matt,Carpenter",401,
"Sandy,Leon",401,
"Javier,Baez",401,
"Joey,Gallo",401,
"Scott,Kingery",401,
"Tyler,Naquin",401,
"Gorkys,Hernandez",401,
"Jeimer,Candelario",401,
"J.D.,Martinez",401,
"Mark,Canha",401,
"Franmil,Reyes",401,
"Rhys,Hoskins",401,
"Kyle,Higashioka",401,
"Christian,Villanueva",401,
"Chad,Pinder",401,
"Matt,Szczur",401,
"Freddie,Freeman",401,
"Francisco,Cervelli",401,
"Cody,Bellinger",401,
"Marcus,Semien",401,
"Jake,Bauers",401,
"Gorkys,Hernandez",401,
"Maikel,Franco",401,
"Adam,Eaton",401,
"Manny,Machado",401,
"Manny,Pina",401,
"Juan,Soto",401,
"Rob,Refsnyder",401,
"Randal,Grichuk",401,
"Howie,Kendrick",401,
"Anthony,Rendon",401,
"Josh,Bell",401,
"Paul,Goldschmidt",401,
"Rhys,Hoskins",401,
"David,Peralta",401,
"C.J.,Cron",401,
"Whit,Merrifield",401,
"Austin,Hedges",401,
"Omar,Narvaez",401,
"Matt,Kemp",401,
"Victor,Martinez",401,
"Adeiny,Hechavarria",401,
"Marwin,Gonzalez",401,
"Maikel,Franco",401,
"Niko,Goodrum",401,
"Trevor,Plouffe",401,
"Jonathan,Villar",401,
"Gregory,Polanco",401,
"Manny,Machado",401,
"Didi,Gregorius",401,
"Roberto,Perez",401,
"Eric,Thames",401,
"Adrian,Beltre",401,
"Mark,Canha",401,
"Nolan,Arenado",401,
"Andrew,Stevenson",401,
"Miguel,Andujar",401,
"Lucas,Duda",401,
"Jonathan,Villar",401,
"Austin,Barnes",401,
"Matt,Adams",401,
"Alex,Bregman",401,
"Ji-Man,Choi",401,
"Elias,Diaz",401,
"Kevin,Pillar",401,
"Anthony,Rizzo",401,
"Xander,Bogaerts",401,
"Matt,Carpenter",401,
"Kyle,Seager",401,
"Brian,Goodwin",401,
"Khris,Davis",401,
"Jose,Peraza",401,
"Tim,Anderson",401,
"Edwin,Encarnacion",401,
"Matt,Duffy",401,
"Aaron,Altherr",401,
"Max,Kepler",401,
"Jonathan,Schoop",401,
"Gleyber,Torres",401,
"Steve,Pearce",401,
"Jose,Fernandez",401,
"Giancarlo,Stanton",401,
"Ronald,Acuna,Jr.",401
"Jesus,Aguilar",401,
"Matt,Carpenter",401,
"Todd,Frazier",401,
"Salvador,Perez",401,
"Odubel,Herrera",401,
"Austin,Barnes",401,
"Justin,Smoak",401,
"Travis,Shaw",400,
"Mike,Moustakas",400,
"Joey,Gallo",400,
"Yasiel,Puig",400,
"Khris,Davis",400,
"Yolmer,Sanchez",400,
"Shohei,Ohtani",400,
"Daniel,Robertson",400,
"Brandon,Belt",400,
"Tim,Anderson",400,
"Miguel,Rojas",400,
"Wilmer,Flores",400,
"J.T.,Realmuto",400,
"Adalberto,Mondesi",400,
"George,Springer",400,
"Yoan,Moncada",400,
"Charlie,Blackmon",400,
"Javier,Baez",400,
"Eugenio,Suarez",400,
"Matt,Olson",400,
"Jose,Ramirez",400,
"Elias,Diaz",400,
"Yangervis,Solarte",400,
"Kyle,Schwarber",400,
"Justin,Upton",400,
"Kendrys,Morales",400,
"Starling,Marte",400,
"Kendrys,Morales",400,
"Joc,Pederson",400,
"Max,Kepler",400,
"Harrison,Bader",400,
"Shin-Soo,Choo",400,
"Carlos,Asuaje",400,
"Jurickson,Profar",400,
"Jose,Martinez",400,
"Alex,Bregman",400,
"Chris,Davis",400,
"Daniel,Descalso",400,
"Yangervis,Solarte",400,
"Kurt,Suzuki",400,
"Nick,Williams",400,
"David,Freese",400,
"Matt,Olson",400,
"Adalberto,Mondesi",400,
"James,McCann",400,
"Jesus,Aguilar",400,
"Yonder,Alonso",400,
"Ronny,Rodriguez",400,
"Joey,Gallo",400,
"Justin,Upton",400,
"Preston,Tucker",400,
"Danny,Jansen",400,
"Asdrubal,Cabrera",400,
"Yadier,Molina",400,
"Yasmani,Grandal",400,
"Ryan,O'Hearn",400,
"Salvador,Perez",400,
"Carlos,Santana",400,
"Tomas,Nido",400,
"Kevin,Pillar",400,
"Francisco,Arcia",400,
"Matt,Kemp",400,
"Martin,Maldonado",400,
"Teoscar,Hernandez",400,
"Trey,Mancini",400,
"Kurt,Suzuki",400,
"George,Springer",400,
"John,Hicks",400,
"Evan,Gattis",400,
"Yasmani,Grandal",400,
"Max,Muncy",400,
"Gary,Sanchez",400,
"Austin,Romine",400,
"Ildemaro,Vargas",400,
"Mitch,Haniger",400,
"Kendrys,Morales",400,
"Juan,Soto",400,
"Carlos,Correa",399,
"Taylor,Ward",399,
"Justin,Upton",399,
"Paul,Goldschmidt",399,
"Wilson,Ramos",399,
"Justin,Upton",399,
"Whit,Merrifield",399,
"Enrique,Hernandez",399,
"Victor,Martinez",399,
"Miguel,Andujar",399,
"Ryan,Zimmerman",399,
"Trea,Turner",399,
"Nelson,Cruz",399,
"Ryan,Rua",399,
"Trevor,Story",399,
"Joc,Pederson",399,
"Jason,Kipnis",399,
"Jason,Kipnis",399,
"Danny,Valencia",399,
"Kyle,Seager",399,
"Jean,Segura",399,
"Jedd,Gyorko",399,
"Yasmani,Grandal",399,
"Leonys,Martin",399,
"Ian,Desmond",399,
"Edwin,Encarnacion",399,
"Nicholas,Castellanos",399,
"Odubel,Herrera",399,
"Andrew,McCutchen",399,
"Scott,Schebler",399,
"Bryce,Harper",399,
"Niko,Goodrum",399,
"A.J.,Pollock",399,
"Aaron,Judge",399,
"Matt,Olson",399,
"Manny,Machado",399,
"Paul,Goldschmidt",399,
"Matt,Wieters",399,
"Brett,Gardner",399,
"Logan,Morrison",399,
"Ian,Desmond",399,
"Gleyber,Torres",399,
"Brian,Dozier",399,
"Enrique,Hernandez",399,
"Javier,Baez",399,
"Nick,Ahmed",399,
"Matt,Carpenter",399,
"Yuli,Gurriel",399,
"Devon,Travis",399,
"Matt,Carpenter",399,
"Harrison,Bader",399,
"Trey,Mancini",399,
"Matt,Carpenter",399,
"Miguel,Rojas",399,
"David,Dahl",399,
"Hunter,Renfroe",399,
"Carlos,Santana",399,
"Derek,Dietrich",399,
"Giancarlo,Stanton",399,
"Yangervis,Solarte",399,
"Daniel,Descalso",399,
"Jeff,McNeil",399,
"Ketel,Marte",399,
"Marcus,Semien",399,
"Nick,Markakis",399,
"Justin,Upton",399,
"Domingo,Santana",399,
"Kyle,Seager",399,
"Manny,Machado",399,
"Dilson,Herrera",399,
"Colin,Moran",399,
"Ronald,Acuna,Jr.",399
"Ryon,Healy",399,
"Kyle,Schwarber",399,
"Franklin,Barreto",399,
"Marcell,Ozuna",399,
"Matt,Olson",399,
"Caleb,Joseph",399,
"Kole,Calhoun",399,
"Martin,Maldonado",399,
"Yasiel,Puig",399,
"Bryce,Harper",398,
"Anthony,Rizzo",398,
"Ryan,Zimmerman",398,
"A.J.,Ellis",398,
"Cesar,Hernandez",398,
"Rougned,Odor",398,
"Charlie,Blackmon",398,
"Eduardo,Escobar",398,
"Alcides,Escobar",398,
"Adam,Jones",398,
"Matt,Olson",398,
"Josh,Reddick",398,
"Christian,Yelich",398,
"Chris,Davis",398,
"Daniel,Robertson",398,
"Jose,Bautista",398,
"Corey,Dickerson",398,
"Ian,Happ",398,
"Chris,Taylor",398,
"Salvador,Perez",398,
"Maikel,Franco",398,
"Justin,Smoak",398,
"Greg,Bird",398,
"Manny,Machado",398,
"Brandon,Belt",398,
"Brett,Gardner",398,
"Sean,Rodriguez",398,
"David,Peralta",398,
"Matt,Kemp",398,
"Josh,Bell",398,
"Luis,Valbuena",398,
"Christian,Yelich",398,
"Dominic,Smith",398,
"Mark,Canha",398,
"Travis,Shaw",398,
"Salvador,Perez",398,
"Mookie,Betts",398,
"Robinson,Cano",398,
"Max,Moroff",398,
"Brian,Dozier",398,
"Billy,McKinney",398,
"Christian,Yelich",398,
"Nelson,Cruz",398,
"Enrique,Hernandez",398,
"Carlos,Santana",398,
"John,Gant",398,
"Mitch,Haniger",398,
"Alex,Gordon",398,
"Eddie,Rosario",398,
"Kolten,Wong",398,
"Luke,Voit",398,
"Adeiny,Hechavarria",398,
"Albert,Pujols",398,
"Chris,Gimenez",398,
"Andrew,Knapp",398,
"Aaron,Hicks",398,
"Mitch,Haniger",398,
"Khris,Davis",398,
"Jesus,Aguilar",398,
"Yuli,Gurriel",398,
"Albert,Pujols",398,
"Gleyber,Torres",398,
"Brock,Holt",398,
"Daniel,Vogelbach",398,
"Anthony,Rizzo",398,
"Dansby,Swanson",398,
"Mike,Moustakas",398,
"Avisail,Garcia",398,
"Avisail,Garcia",398,
"Andrew,McCutchen",398,
"Jake,Cave",398,
"Jonathan,Villar",398,
"Nick,Ahmed",398,
"Devon,Travis",398,
"Kris,Bryant",398,
"Gary,Sanchez",398,
"Paul,DeJong",398,
"Brock,Holt",398,
"Sandy,Leon",398,
"Charlie,Culberson",398,
"Kevin,Plawecki",398,
"Nelson,Cruz",398,
"Chris,Taylor",398,
"Hunter,Renfroe",398,
"Matt,Olson",398,
"Franmil,Reyes",398,
"Bryce,Harper",397,
"Hunter,Pence",397,
"Freddie,Freeman",397,
"Yairo,Munoz",397,
"Mitch,Haniger",397,
"Austin,Hedges",397,
"Shohei,Ohtani",397,
"Ryon,Healy",397,
"Zack,Cozart",397,
"Travis,Shaw",397,
"Dexter,Fowler",397,
"Eduardo,Escobar",397,
"Paul,DeJong",397,
"Eugenio,Suarez",397,
"Jose,Ramirez",397,
"JT,Riddle",397,
"Nick,Hundley",397,
"Kole,Calhoun",397,
"Preston,Tucker",397,
"Kyle,Schwarber",397,
"Jeimer,Candelario",397,
"Jose,Ramirez",397,
"Jake,Marisnick",397,
"Denard,Span",397,
"Welington,Castillo",397,
"Devon,Travis",397,
"Yonder,Alonso",397,
"Ozzie,Albies",397,
"Edwin,Encarnacion",397,
"Francisco,Lindor",397,
"Yangervis,Solarte",397,
"Ryan,Braun",397,
"Ian,Kinsler",397,
"Khris,Davis",397,
"Mitch,Moreland",397,
"Jose,Peraza",397,
"Tim,Federowicz",397,
"Francisco,Arcia",397,
"Nicky,Delmonico",397,
"Charlie,Blackmon",397,
"Alex,Bregman",397,
"Nolan,Arenado",397,
"Niko,Goodrum",397,
"Mike,Trout",397,
"Brandon,Nimmo",397,
"Kevin,Pillar",397,
"Francisco,Lindor",397,
"Ozzie,Albies",397,
"Yasiel,Puig",397,
"Kevin,Kiermaier",397,
"Edwin,Encarnacion",397,
"Mark,Canha",397,
"Rhys,Hoskins",397,
"Nick,Williams",397,
"Maikel,Franco",397,
"Trey,Mancini",397,
"J.D.,Martinez",397,
"Jace,Peterson",397,
"Scooter,Gennett",397,
"J.D.,Martinez",397,
"Aaron,Hicks",397,
"Rhys,Hoskins",397,
"Jay,Bruce",397,
"Manny,Machado",397,
"Johnny,Field",397,
"Amed,Rosario",397,
"Khris,Davis",397,
"Yonder,Alonso",397,
"David,Freese",397,
"Nick,Markakis",396,
"Michael,Conforto",396,
"Eric,Hosmer",396,
"C.J.,Cron",396,
"Matt,Chapman",396,
"Mike,Moustakas",396,
"Jason,Kipnis",396,
"Carlos,Gomez",396,
"Preston,Tucker",396,
"Nick,Markakis",396,
"Melky,Cabrera",396,
"Travis,Shaw",396,
"Yadier,Molina",396,
"Mitch,Haniger",396,
"Jed,Lowrie",396,
"Daniel,Murphy",396,
"Didi,Gregorius",396,
"Leury,Garcia",396,
"Carlos,Gomez",396,
"Trea,Turner",396,
"Christian,Villanueva",396,
"Jose,Peraza",396,
"Jose,Ramirez",396,
"Paul,DeJong",396,
"Maikel,Franco",396,
"Javier,Baez",396,
"Jose,Ramirez",396,
"Ian,Kinsler",396,
"Brandon,Crawford",396,
"Justin,Turner",396,
"Rafael,Devers",396,
"Jeff,McNeil",396,
"Eduardo,Escobar",396,
"Luis,Valbuena",396,
"Ozzie,Albies",396,
"Mark,Reynolds",396,
"Josh,Harrison",396,
"Matt,Adams",396,
"Robbie,Grossman",396,
"Starlin,Castro",396,
"J.T.,Realmuto",396,
"J.D.,Martinez",396,
"Javier,Baez",396,
"Khris,Davis",396,
"Teoscar,Hernandez",396,
"Charlie,Culberson",396,
"Brandon,Lowe",396,
"Brandon,Nimmo",396,
"David,Freese",396,
"Andrelton,Simmons",396,
"Edwin,Encarnacion",396,
"John,Hicks",396,
"Francisco,Arcia",396,
"Francisco,Lindor",396,
"Jesus,Aguilar",396,
"Enrique,Hernandez",396,
"Odubel,Herrera",396,
"Charlie,Culberson",396,
"Denard,Span",396,
"Reese,McGuire",396,
"Nicholas,Castellanos",396,
"Wilmer,Flores",396,
"Starling,Marte",396,
"Mike,Moustakas",396,
"Rhys,Hoskins",396,
"Adam,Engel",396,
"Ronald,Guzman",396,
"Stephen,Piscotty",396,
"Marwin,Gonzalez",396,
"Hunter,Renfroe",396,
"Josh,Bell",396,
"Taylor,Ward",396,
"Lewis,Brinson",396,
"Carlos,Gonzalez",396,
"Carlos,Gonzalez",396,
"Matt,Adams",396,
"Trea,Turner",396,
"Tim,Anderson",396,
"Christian,Yelich",396,
"Amed,Rosario",396,
"Colin,Moran",396,
"Jed,Lowrie",396,
"Josh,Donaldson",396,
"Scott,Kingery",396,
"Tyson,Ross",396,
"Tzu-Wei,Lin",396,
"Johan,Camargo",396,
"Rougned,Odor",396,
"James,McCann",396,
"Rowdy,Tellez",396,
"Maikel,Franco",395,
"Corey,Dickerson",395,
"Jason,Kipnis",395,
"Travis,Shaw",395,
"Francisco,Cervelli",395,
"Myles,Straw",395,
"Joey,Rickard",395,
"Victor,Martinez",395,
"Albert,Pujols",395,
"Joey,Rickard",395,
"Aaron,Judge",395,
"Todd,Frazier",395,
"Andrelton,Simmons",395,
"Justin,Smoak",395,
"Franchy,Cordero",395,
"Omar,Narvaez",395,
"Miguel,Andujar",395,
"Daniel,Palka",395,
"Kyle,Seager",395,
"Wil,Myers",395,
"Hanley,Ramirez",395,
"Greg,Bird",395,
"Ian,Happ",395,
"Austin,Hedges",395,
"Rafael,Devers",395,
"Cory,Spangenberg",395,
"A.J.,Cole",395,
"Justin,Bour",395,
"Jed,Lowrie",395,
"Daniel,Descalso",395,
"Preston,Tucker",395,
"Eduardo,Escobar",395,
"Martin,Maldonado",395,
"Anthony,Rizzo",395,
"Yadier,Molina",395,
"Mike,Zunino",395,
"Lourdes,Gurriel,Jr.",395
"Joc,Pederson",395,
"Max,Muncy",395,
"Yonder,Alonso",395,
"Alex,Bregman",395,
"Dominic,Smith",395,
"Derek,Dietrich",395,
"Carlos,Santana",395,
"Kendrys,Morales",395,
"Pedro,Florimon",395,
"A.J.,Pollock",395,
"Nick,Markakis",395,
"C.J.,Cron",395,
"Wilson,Ramos",395,
"Yoan,Moncada",395,
"Andrelton,Simmons",395,
"Brandon,Nimmo",395,
"Eduardo,Nunez",395,
"Ozzie,Albies",395,
"Daniel,Murphy",395,
"Jonathan,Schoop",395,
"J.D.,Martinez",395,
"Justin,Upton",395,
"Eddie,Rosario",395,
"Matt,Duffy",395,
"Brian,Dozier",395,
"Lane,Adams",395,
"Kris,Bryant",395,
"Jose,Iglesias",395,
"Austin,Dean",395,
"Matt,Adams",395,
"Michael,Conforto",395,
"Tyler,White",395,
"Jeimer,Candelario",395,
"Justin,Upton",395,
"Johnny,Field",395,
"Aaron,Hicks",395,
"Aledmys,Diaz",395,
"David,Peralta",395,
"Aledmys,Diaz",395,
"Eddie,Rosario",395,
"Aledmys,Diaz",395,
"Cam,Gallagher",395,
"Francisco,Mejia",395,
"Jurickson,Profar",395,
"Mookie,Betts",395,
"Kole,Calhoun",395,
"Trey,Mancini",395,
"Brandon,Guyer",395,
"Tyler,O'Neill",395,
"Gorkys,Hernandez",395,
"Steven,Matz",395,
"Yan,Gomes",395,
"Edwin,Encarnacion",395,
"Tyler,Saladino",395,
"Freddie,Freeman",395,
"Jonathan,Villar",395,
"Asdrubal,Cabrera",395,
"Matt,Chapman",395,
"Asdrubal,Cabrera",394,
"Brandon,Guyer",394,
"Bryce,Harper",394,
"Andrew,Benintendi",394,
"Nelson,Cruz",394,
"Mike,Trout",394,
"Shin-Soo,Choo",394,
"Russell,Martin",394,
"Evan,Gattis",394,
"Daniel,Palka",394,
"Marwin,Gonzalez",394,
"Billy,McKinney",394,
"Brandon,Belt",394,
"Kyle,Schwarber",394,
"Ronald,Acuna,Jr.",394
"Salvador,Perez",394,
"Ryan,Rua",394,
"Jose,Briceno",394,
"Ian,Kinsler",394,
"Miguel,Sano",394,
"Yoan,Moncada",394,
"Colin,Moran",394,
"Ryan,Zimmerman",394,
"Todd,Frazier",394,
"Jason,Kipnis",394,
"Jose,Bautista",394,
"Paul,Goldschmidt",394,
"Shin-Soo,Choo",394,
"Trea,Turner",394,
"Mitch,Moreland",394,
"Chris,Taylor",394,
"Mark,Reynolds",394,
"Khris,Davis",394,
